Año;Numero de Mes;Mes;Provincia;Ciudad;Producción (kg);Consumo interno (kg);Exportaciones (kg);Precio USD por kg;Valor FOB (USD)
2014;3;Marzo;Corrientes;Colonia Liebig;2.544.478;1.372.683;204.205;$ 2,00;$ 408.410
2014;3;Marzo;Corrientes;Gobernador Virasoro;2.256.424;1.217.285;181.088;$ 2,00;$ 362.175
2014;3;Marzo;Misiones;Apóstoles;19.277.465;10.399.719;1.547.098;$ 2,00;$ 3.094.197
2014;3;Marzo;Misiones;Montecarlo;4.819.366;2.599.930;386.775;$ 2,00;$ 773.549
2014;3;Marzo;Misiones;Oberá;2.249.038;1.213.301;180.495;$ 2,00;$ 360.990
2014;3;Marzo;Misiones;Otros;2.570.329;1.386.629;206.280;$ 2,00;$ 412.560
2014;3;Marzo;Misiones;Santo Pipó;3.212.911;1.733.286;257.850;$ 2,00;$ 515.699
2014;4;Abril;Corrientes;Colonia Liebig;7.633.433;1.372.683;181.516;$ 2,00;$ 363.031
2014;4;Abril;Corrientes;Gobernador Virasoro;6.769.271;1.217.285;160.967;$ 2,00;$ 321.933
2014;4;Abril;Misiones;Apóstoles;57.832.395;10.399.719;1.375.199;$ 2,00;$ 2.750.397
2014;4;Abril;Misiones;Montecarlo;14.458.099;2.599.930;343.800;$ 2,00;$ 687.599
2014;4;Abril;Misiones;Oberá;6.747.113;1.213.301;160.440;$ 2,00;$ 320.880
2014;4;Abril;Misiones;Otros;7.710.986;1.386.629;183.360;$ 2,00;$ 366.720
2014;4;Abril;Misiones;Santo Pipó;9.638.732;1.733.286;229.200;$ 2,00;$ 458.400
2014;5;Mayo;Corrientes;Colonia Liebig;9.160.120;1.372.683;204.205;$ 2,00;$ 408.410
2014;5;Mayo;Corrientes;Gobernador Virasoro;8.123.125;1.217.285;181.088;$ 2,00;$ 362.175
2014;5;Mayo;Misiones;Apóstoles;69.398.874;10.399.719;1.547.098;$ 2,00;$ 3.094.197
2014;5;Mayo;Misiones;Montecarlo;17.349.718;2.599.930;386.775;$ 2,00;$ 773.549
2014;5;Mayo;Misiones;Oberá;8.096.535;1.213.301;180.495;$ 2,00;$ 360.990
2014;5;Mayo;Misiones;Otros;9.253.183;1.386.629;206.280;$ 2,00;$ 412.560
2014;5;Mayo;Misiones;Santo Pipó;11.566.479;1.733.286;257.850;$ 2,00;$ 515.699
2014;6;Junio;Corrientes;Colonia Liebig;10.177.911;1.764.878;181.516;$ 2,00;$ 363.031
2014;6;Junio;Corrientes;Gobernador Virasoro;9.025.694;1.565.081;160.967;$ 2,00;$ 321.933
2014;6;Junio;Misiones;Apóstoles;77.109.859;13.371.067;1.375.199;$ 2,00;$ 2.750.397
2014;6;Junio;Misiones;Montecarlo;19.277.465;3.342.767;343.800;$ 2,00;$ 687.599
2014;6;Junio;Misiones;Oberá;8.996.150;1.559.958;160.440;$ 2,00;$ 320.880
2014;6;Junio;Misiones;Otros;10.281.315;1.782.809;183.360;$ 2,00;$ 366.720
2014;6;Junio;Misiones;Santo Pipó;12.851.643;2.228.511;229.200;$ 2,00;$ 458.400
2014;7;Julio;Corrientes;Colonia Liebig;9.160.120;1.764.878;181.516;$ 2,00;$ 363.031
2014;7;Julio;Corrientes;Gobernador Virasoro;8.123.125;1.565.081;160.967;$ 2,00;$ 321.933
2014;7;Julio;Misiones;Apóstoles;69.398.874;13.371.067;1.375.199;$ 2,00;$ 2.750.397
2014;7;Julio;Misiones;Montecarlo;17.349.718;3.342.767;343.800;$ 2,00;$ 687.599
2014;7;Julio;Misiones;Oberá;8.096.535;1.559.958;160.440;$ 2,00;$ 320.880
2014;7;Julio;Misiones;Otros;9.253.183;1.782.809;183.360;$ 2,00;$ 366.720
2014;7;Julio;Misiones;Santo Pipó;11.566.479;2.228.511;229.200;$ 2,00;$ 458.400
2014;8;Agosto;Corrientes;Colonia Liebig;7.124.537;1.764.878;204.205;$ 2,00;$ 408.410
2014;8;Agosto;Corrientes;Gobernador Virasoro;6.317.986;1.565.081;181.088;$ 2,00;$ 362.175
2014;8;Agosto;Misiones;Apóstoles;53.976.902;13.371.067;1.547.098;$ 2,00;$ 3.094.197
2014;8;Agosto;Misiones;Montecarlo;13.494.225;3.342.767;386.775;$ 2,00;$ 773.549
2014;8;Agosto;Misiones;Oberá;6.297.305;1.559.958;180.495;$ 2,00;$ 360.990
2014;8;Agosto;Misiones;Otros;7.196.920;1.782.809;206.280;$ 2,00;$ 412.560
2014;8;Agosto;Misiones;Santo Pipó;8.996.150;2.228.511;257.850;$ 2,00;$ 515.699
2014;9;Septiembre;Corrientes;Colonia Liebig;2.544.478;1.176.586;181.516;$ 2,00;$ 363.031
2014;9;Septiembre;Corrientes;Gobernador Virasoro;2.256.424;1.043.387;160.967;$ 2,00;$ 321.933
2014;9;Septiembre;Misiones;Apóstoles;19.277.465;8.914.045;1.375.199;$ 2,00;$ 2.750.397
2014;9;Septiembre;Misiones;Montecarlo;4.819.366;2.228.511;343.800;$ 2,00;$ 687.599
2014;9;Septiembre;Misiones;Oberá;2.249.038;1.039.972;160.440;$ 2,00;$ 320.880
2014;9;Septiembre;Misiones;Otros;2.570.329;1.188.539;183.360;$ 2,00;$ 366.720
2014;9;Septiembre;Misiones;Santo Pipó;3.212.911;1.485.674;229.200;$ 2,00;$ 458.400
2014;10;Octubre;Corrientes;Colonia Liebig;0;1.372.683;158.826;$ 2,00;$ 317.652
2014;10;Octubre;Corrientes;Gobernador Virasoro;0;1.217.285;140.846;$ 2,00;$ 281.692
2014;10;Octubre;Misiones;Apóstoles;0;10.399.719;1.203.299;$ 2,00;$ 2.406.597
2014;10;Octubre;Misiones;Montecarlo;0;2.599.930;300.825;$ 2,00;$ 601.649
2014;10;Octubre;Misiones;Oberá;0;1.213.301;140.385;$ 2,00;$ 280.770
2014;10;Octubre;Misiones;Otros;0;1.386.629;160.440;$ 2,00;$ 320.880
2014;10;Octubre;Misiones;Santo Pipó;0;1.733.286;200.550;$ 2,00;$ 401.100
2014;11;Noviembre;Corrientes;Colonia Liebig;0;1.372.683;204.205;$ 2,00;$ 408.410
2014;11;Noviembre;Corrientes;Gobernador Virasoro;0;1.217.285;181.088;$ 2,00;$ 362.175
2014;11;Noviembre;Misiones;Apóstoles;0;10.399.719;1.547.098;$ 2,00;$ 3.094.197
2014;11;Noviembre;Misiones;Montecarlo;0;2.599.930;386.775;$ 2,00;$ 773.549
2014;11;Noviembre;Misiones;Oberá;0;1.213.301;180.495;$ 2,00;$ 360.990
2014;11;Noviembre;Misiones;Otros;0;1.386.629;206.280;$ 2,00;$ 412.560
2014;11;Noviembre;Misiones;Santo Pipó;0;1.733.286;257.850;$ 2,00;$ 515.699
2014;12;Diciembre;Corrientes;Colonia Liebig;0;1.568.781;181.516;$ 2,00;$ 363.031
2014;12;Diciembre;Corrientes;Gobernador Virasoro;0;1.391.183;160.967;$ 2,00;$ 321.933
2014;12;Diciembre;Misiones;Apóstoles;0;11.885.393;1.375.199;$ 2,00;$ 2.750.397
2014;12;Diciembre;Misiones;Montecarlo;0;2.971.348;343.800;$ 2,00;$ 687.599
2014;12;Diciembre;Misiones;Oberá;0;1.386.629;160.440;$ 2,00;$ 320.880
2014;12;Diciembre;Misiones;Otros;0;1.584.719;183.360;$ 2,00;$ 366.720
2014;12;Diciembre;Misiones;Santo Pipó;0;1.980.899;229.200;$ 2,00;$ 458.400
2015;1;Enero;Corrientes;Colonia Liebig;2.645.511;1.340.552;196.822;$ 2,10;$ 413.327
2015;1;Enero;Corrientes;Gobernador Virasoro;2.346.019;1.188.791;174.541;$ 2,10;$ 366.535
2015;1;Enero;Misiones;Apóstoles;20.042.911;10.156.285;1.491.166;$ 2,10;$ 3.131.449
2015;1;Enero;Misiones;Montecarlo;5.010.728;2.539.071;372.792;$ 2,10;$ 782.862
2015;1;Enero;Misiones;Oberá;2.338.340;1.184.900;173.969;$ 2,10;$ 365.336
2015;1;Enero;Misiones;Otros;2.672.388;1.354.171;198.822;$ 2,10;$ 417.527
2015;1;Enero;Misiones;Santo Pipó;3.340.485;1.692.714;248.528;$ 2,10;$ 521.908
2015;2;Febrero;Corrientes;Colonia Liebig;2.645.511;1.340.552;221.425;$ 2,10;$ 464.993
2015;2;Febrero;Corrientes;Gobernador Virasoro;2.346.019;1.188.791;196.358;$ 2,10;$ 412.352
2015;2;Febrero;Misiones;Apóstoles;20.042.911;10.156.285;1.677.562;$ 2,10;$ 3.522.880
2015;2;Febrero;Misiones;Montecarlo;5.010.728;2.539.071;419.390;$ 2,10;$ 880.720
2015;2;Febrero;Misiones;Oberá;2.338.340;1.184.900;195.716;$ 2,10;$ 411.003
2015;2;Febrero;Misiones;Otros;2.672.388;1.354.171;223.675;$ 2,10;$ 469.717
2015;2;Febrero;Misiones;Santo Pipó;3.340.485;1.692.714;279.594;$ 2,10;$ 587.147
2015;3;Marzo;Corrientes;Colonia Liebig;2.645.511;1.340.552;221.425;$ 2,10;$ 464.993
2015;3;Marzo;Corrientes;Gobernador Virasoro;2.346.019;1.188.791;196.358;$ 2,10;$ 412.352
2015;3;Marzo;Misiones;Apóstoles;20.042.911;10.156.285;1.677.562;$ 2,10;$ 3.522.880
2015;3;Marzo;Misiones;Montecarlo;5.010.728;2.539.071;419.390;$ 2,10;$ 880.720
2015;3;Marzo;Misiones;Oberá;2.338.340;1.184.900;195.716;$ 2,10;$ 411.003
2015;3;Marzo;Misiones;Otros;2.672.388;1.354.171;223.675;$ 2,10;$ 469.717
2015;3;Marzo;Misiones;Santo Pipó;3.340.485;1.692.714;279.594;$ 2,10;$ 587.147
2015;4;Abril;Corrientes;Colonia Liebig;7.936.532;1.340.552;196.822;$ 2,10;$ 413.327
2015;4;Abril;Corrientes;Gobernador Virasoro;7.038.057;1.188.791;174.541;$ 2,10;$ 366.535
2015;4;Abril;Misiones;Apóstoles;60.128.733;10.156.285;1.491.166;$ 2,10;$ 3.131.449
2015;4;Abril;Misiones;Montecarlo;15.032.183;2.539.071;372.792;$ 2,10;$ 782.862
2015;4;Abril;Misiones;Oberá;7.015.019;1.184.900;173.969;$ 2,10;$ 365.336
2015;4;Abril;Misiones;Otros;8.017.164;1.354.171;198.822;$ 2,10;$ 417.527
2015;4;Abril;Misiones;Santo Pipó;10.021.455;1.692.714;248.528;$ 2,10;$ 521.908
2015;5;Mayo;Corrientes;Colonia Liebig;9.523.838;1.340.552;221.425;$ 2,10;$ 464.993
2015;5;Mayo;Corrientes;Gobernador Virasoro;8.445.668;1.188.791;196.358;$ 2,10;$ 412.352
2015;5;Mayo;Misiones;Apóstoles;72.154.479;10.156.285;1.677.562;$ 2,10;$ 3.522.880
2015;5;Mayo;Misiones;Montecarlo;18.038.620;2.539.071;419.390;$ 2,10;$ 880.720
2015;5;Mayo;Misiones;Oberá;8.418.023;1.184.900;195.716;$ 2,10;$ 411.003
2015;5;Mayo;Misiones;Otros;9.620.597;1.354.171;223.675;$ 2,10;$ 469.717
2015;5;Mayo;Misiones;Santo Pipó;12.025.746;1.692.714;279.594;$ 2,10;$ 587.147
2015;6;Junio;Corrientes;Colonia Liebig;10.582.043;1.723.567;196.822;$ 2,10;$ 413.327
2015;6;Junio;Corrientes;Gobernador Virasoro;9.384.076;1.528.446;174.541;$ 2,10;$ 366.535
2015;6;Junio;Misiones;Apóstoles;80.171.644;13.058.080;1.491.166;$ 2,10;$ 3.131.449
2015;6;Junio;Misiones;Montecarlo;20.042.911;3.264.520;372.792;$ 2,10;$ 782.862
2015;6;Junio;Misiones;Oberá;9.353.358;1.523.443;173.969;$ 2,10;$ 365.336
2015;6;Junio;Misiones;Otros;10.689.552;1.741.077;198.822;$ 2,10;$ 417.527
2015;6;Junio;Misiones;Santo Pipó;13.361.941;2.176.347;248.528;$ 2,10;$ 521.908
2015;7;Julio;Corrientes;Colonia Liebig;9.523.838;1.723.567;196.822;$ 2,10;$ 413.327
2015;7;Julio;Corrientes;Gobernador Virasoro;8.445.668;1.528.446;174.541;$ 2,10;$ 366.535
2015;7;Julio;Misiones;Apóstoles;72.154.479;13.058.080;1.491.166;$ 2,10;$ 3.131.449
2015;7;Julio;Misiones;Montecarlo;18.038.620;3.264.520;372.792;$ 2,10;$ 782.862
2015;7;Julio;Misiones;Oberá;8.418.023;1.523.443;173.969;$ 2,10;$ 365.336
2015;7;Julio;Misiones;Otros;9.620.597;1.741.077;198.822;$ 2,10;$ 417.527
2015;7;Julio;Misiones;Santo Pipó;12.025.746;2.176.347;248.528;$ 2,10;$ 521.908
2015;8;Agosto;Corrientes;Colonia Liebig;7.407.430;1.723.567;221.425;$ 2,10;$ 464.993
2015;8;Agosto;Corrientes;Gobernador Virasoro;6.568.853;1.528.446;196.358;$ 2,10;$ 412.352
2015;8;Agosto;Misiones;Apóstoles;56.120.151;13.058.080;1.677.562;$ 2,10;$ 3.522.880
2015;8;Agosto;Misiones;Montecarlo;14.030.038;3.264.520;419.390;$ 2,10;$ 880.720
2015;8;Agosto;Misiones;Oberá;6.547.351;1.523.443;195.716;$ 2,10;$ 411.003
2015;8;Agosto;Misiones;Otros;7.482.687;1.741.077;223.675;$ 2,10;$ 469.717
2015;8;Agosto;Misiones;Santo Pipó;9.353.358;2.176.347;279.594;$ 2,10;$ 587.147
2015;9;Septiembre;Corrientes;Colonia Liebig;2.645.511;1.149.044;196.822;$ 2,10;$ 413.327
2015;9;Septiembre;Corrientes;Gobernador Virasoro;2.346.019;1.018.964;174.541;$ 2,10;$ 366.535
2015;9;Septiembre;Misiones;Apóstoles;20.042.911;8.705.387;1.491.166;$ 2,10;$ 3.131.449
2015;9;Septiembre;Misiones;Montecarlo;5.010.728;2.176.347;372.792;$ 2,10;$ 782.862
2015;9;Septiembre;Misiones;Oberá;2.338.340;1.015.628;173.969;$ 2,10;$ 365.336
2015;9;Septiembre;Misiones;Otros;2.672.388;1.160.718;198.822;$ 2,10;$ 417.527
2015;9;Septiembre;Misiones;Santo Pipó;3.340.485;1.450.898;248.528;$ 2,10;$ 521.908
2015;10;Octubre;Corrientes;Colonia Liebig;0;1.340.552;172.220;$ 2,10;$ 361.661
2015;10;Octubre;Corrientes;Gobernador Virasoro;0;1.188.791;152.723;$ 2,10;$ 320.719
2015;10;Octubre;Misiones;Apóstoles;0;10.156.285;1.304.770;$ 2,10;$ 2.740.018
2015;10;Octubre;Misiones;Montecarlo;0;2.539.071;326.193;$ 2,10;$ 685.004
2015;10;Octubre;Misiones;Oberá;0;1.184.900;152.223;$ 2,10;$ 319.669
2015;10;Octubre;Misiones;Otros;0;1.354.171;173.969;$ 2,10;$ 365.336
2015;10;Octubre;Misiones;Santo Pipó;0;1.692.714;217.462;$ 2,10;$ 456.670
2015;11;Noviembre;Corrientes;Colonia Liebig;0;1.340.552;221.425;$ 2,10;$ 464.993
2015;11;Noviembre;Corrientes;Gobernador Virasoro;0;1.188.791;196.358;$ 2,10;$ 412.352
2015;11;Noviembre;Misiones;Apóstoles;0;10.156.285;1.677.562;$ 2,10;$ 3.522.880
2015;11;Noviembre;Misiones;Montecarlo;0;2.539.071;419.390;$ 2,10;$ 880.720
2015;11;Noviembre;Misiones;Oberá;0;1.184.900;195.716;$ 2,10;$ 411.003
2015;11;Noviembre;Misiones;Otros;0;1.354.171;223.675;$ 2,10;$ 469.717
2015;11;Noviembre;Misiones;Santo Pipó;0;1.692.714;279.594;$ 2,10;$ 587.147
2015;12;Diciembre;Corrientes;Colonia Liebig;0;1.532.059;196.822;$ 2,10;$ 413.327
2015;12;Diciembre;Corrientes;Gobernador Virasoro;0;1.358.619;174.541;$ 2,10;$ 366.535
2015;12;Diciembre;Misiones;Apóstoles;0;11.607.183;1.491.166;$ 2,10;$ 3.131.449
2015;12;Diciembre;Misiones;Montecarlo;0;2.901.796;372.792;$ 2,10;$ 782.862
2015;12;Diciembre;Misiones;Oberá;0;1.354.171;173.969;$ 2,10;$ 365.336
2015;12;Diciembre;Misiones;Otros;0;1.547.624;198.822;$ 2,10;$ 417.527
2015;12;Diciembre;Misiones;Santo Pipó;0;1.934.530;248.528;$ 2,10;$ 521.908
2016;1;Enero;Corrientes;Colonia Liebig;2.690.000;1.351.182;153.653;$ 2,10;$ 322.670
2016;1;Enero;Corrientes;Gobernador Virasoro;2.385.472;1.198.218;136.258;$ 2,10;$ 286.142
2016;1;Enero;Misiones;Apóstoles;20.379.970;10.236.818;1.164.102;$ 2,10;$ 2.444.614
2016;1;Enero;Misiones;Montecarlo;5.094.992;2.559.204;291.025;$ 2,10;$ 611.153
2016;1;Enero;Misiones;Oberá;2.377.663;1.194.295;135.812;$ 2,10;$ 285.205
2016;1;Enero;Misiones;Otros;2.717.329;1.364.909;155.214;$ 2,10;$ 325.948
2016;1;Enero;Misiones;Santo Pipó;3.396.662;1.706.136;194.017;$ 2,10;$ 407.436
2016;2;Febrero;Corrientes;Colonia Liebig;2.690.000;1.351.182;172.859;$ 2,10;$ 363.004
2016;2;Febrero;Corrientes;Gobernador Virasoro;2.385.472;1.198.218;153.290;$ 2,10;$ 321.909
2016;2;Febrero;Misiones;Apóstoles;20.379.970;10.236.818;1.309.614;$ 2,10;$ 2.750.190
2016;2;Febrero;Misiones;Montecarlo;5.094.992;2.559.204;327.404;$ 2,10;$ 687.548
2016;2;Febrero;Misiones;Oberá;2.377.663;1.194.295;152.788;$ 2,10;$ 320.856
2016;2;Febrero;Misiones;Otros;2.717.329;1.364.909;174.615;$ 2,10;$ 366.692
2016;2;Febrero;Misiones;Santo Pipó;3.396.662;1.706.136;218.269;$ 2,10;$ 458.365
2016;3;Marzo;Corrientes;Colonia Liebig;2.690.000;1.351.182;172.859;$ 2,10;$ 363.004
2016;3;Marzo;Corrientes;Gobernador Virasoro;2.385.472;1.198.218;153.290;$ 2,10;$ 321.909
2016;3;Marzo;Misiones;Apóstoles;20.379.970;10.236.818;1.309.614;$ 2,10;$ 2.750.190
2016;3;Marzo;Misiones;Montecarlo;5.094.992;2.559.204;327.404;$ 2,10;$ 687.548
2016;3;Marzo;Misiones;Oberá;2.377.663;1.194.295;152.788;$ 2,10;$ 320.856
2016;3;Marzo;Misiones;Otros;2.717.329;1.364.909;174.615;$ 2,10;$ 366.692
2016;3;Marzo;Misiones;Santo Pipó;3.396.662;1.706.136;218.269;$ 2,10;$ 458.365
2016;4;Abril;Corrientes;Colonia Liebig;8.070.000;1.351.182;153.653;$ 2,10;$ 322.670
2016;4;Abril;Corrientes;Gobernador Virasoro;7.156.415;1.198.218;136.258;$ 2,10;$ 286.142
2016;4;Abril;Misiones;Apóstoles;61.139.909;10.236.818;1.164.102;$ 2,10;$ 2.444.614
2016;4;Abril;Misiones;Montecarlo;15.284.977;2.559.204;291.025;$ 2,10;$ 611.153
2016;4;Abril;Misiones;Oberá;7.132.989;1.194.295;135.812;$ 2,10;$ 285.205
2016;4;Abril;Misiones;Otros;8.151.988;1.364.909;155.214;$ 2,10;$ 325.948
2016;4;Abril;Misiones;Santo Pipó;10.189.985;1.706.136;194.017;$ 2,10;$ 407.436
2016;5;Mayo;Corrientes;Colonia Liebig;9.683.999;1.351.182;172.859;$ 2,10;$ 363.004
2016;5;Mayo;Corrientes;Gobernador Virasoro;8.587.698;1.198.218;153.290;$ 2,10;$ 321.909
2016;5;Mayo;Misiones;Apóstoles;73.367.891;10.236.818;1.309.614;$ 2,10;$ 2.750.190
2016;5;Mayo;Misiones;Montecarlo;18.341.973;2.559.204;327.404;$ 2,10;$ 687.548
2016;5;Mayo;Misiones;Oberá;8.559.587;1.194.295;152.788;$ 2,10;$ 320.856
2016;5;Mayo;Misiones;Otros;9.782.386;1.364.909;174.615;$ 2,10;$ 366.692
2016;5;Mayo;Misiones;Santo Pipó;12.227.982;1.706.136;218.269;$ 2,10;$ 458.365
2016;6;Junio;Corrientes;Colonia Liebig;10.759.999;1.737.233;153.653;$ 2,10;$ 322.670
2016;6;Junio;Corrientes;Gobernador Virasoro;9.541.886;1.540.565;136.258;$ 2,10;$ 286.142
2016;6;Junio;Misiones;Apóstoles;81.519.879;13.161.622;1.164.102;$ 2,10;$ 2.444.614
2016;6;Junio;Misiones;Montecarlo;20.379.970;3.290.406;291.025;$ 2,10;$ 611.153
2016;6;Junio;Misiones;Oberá;9.510.653;1.535.523;135.812;$ 2,10;$ 285.205
2016;6;Junio;Misiones;Otros;10.869.317;1.754.883;155.214;$ 2,10;$ 325.948
2016;6;Junio;Misiones;Santo Pipó;13.586.647;2.193.604;194.017;$ 2,10;$ 407.436
2016;7;Julio;Corrientes;Colonia Liebig;9.683.999;1.737.233;153.653;$ 2,10;$ 322.670
2016;7;Julio;Corrientes;Gobernador Virasoro;8.587.698;1.540.565;136.258;$ 2,10;$ 286.142
2016;7;Julio;Misiones;Apóstoles;73.367.891;13.161.622;1.164.102;$ 2,10;$ 2.444.614
2016;7;Julio;Misiones;Montecarlo;18.341.973;3.290.406;291.025;$ 2,10;$ 611.153
2016;7;Julio;Misiones;Oberá;8.559.587;1.535.523;135.812;$ 2,10;$ 285.205
2016;7;Julio;Misiones;Otros;9.782.386;1.754.883;155.214;$ 2,10;$ 325.948
2016;7;Julio;Misiones;Santo Pipó;12.227.982;2.193.604;194.017;$ 2,10;$ 407.436
2016;8;Agosto;Corrientes;Colonia Liebig;7.532.000;1.737.233;172.859;$ 2,10;$ 363.004
2016;8;Agosto;Corrientes;Gobernador Virasoro;6.679.320;1.540.565;153.290;$ 2,10;$ 321.909
2016;8;Agosto;Misiones;Apóstoles;57.063.916;13.161.622;1.309.614;$ 2,10;$ 2.750.190
2016;8;Agosto;Misiones;Montecarlo;14.265.979;3.290.406;327.404;$ 2,10;$ 687.548
2016;8;Agosto;Misiones;Oberá;6.657.457;1.535.523;152.788;$ 2,10;$ 320.856
2016;8;Agosto;Misiones;Otros;7.608.522;1.754.883;174.615;$ 2,10;$ 366.692
2016;8;Agosto;Misiones;Santo Pipó;9.510.653;2.193.604;218.269;$ 2,10;$ 458.365
2016;9;Septiembre;Corrientes;Colonia Liebig;2.690.000;1.158.156;153.653;$ 2,10;$ 322.670
2016;9;Septiembre;Corrientes;Gobernador Virasoro;2.385.472;1.027.044;136.258;$ 2,10;$ 286.142
2016;9;Septiembre;Misiones;Apóstoles;20.379.970;8.774.415;1.164.102;$ 2,10;$ 2.444.614
2016;9;Septiembre;Misiones;Montecarlo;5.094.992;2.193.604;291.025;$ 2,10;$ 611.153
2016;9;Septiembre;Misiones;Oberá;2.377.663;1.023.682;135.812;$ 2,10;$ 285.205
2016;9;Septiembre;Misiones;Otros;2.717.329;1.169.922;155.214;$ 2,10;$ 325.948
2016;9;Septiembre;Misiones;Santo Pipó;3.396.662;1.462.402;194.017;$ 2,10;$ 407.436
2016;10;Octubre;Corrientes;Colonia Liebig;0;1.351.182;134.446;$ 2,10;$ 282.336
2016;10;Octubre;Corrientes;Gobernador Virasoro;0;1.198.218;119.226;$ 2,10;$ 250.374
2016;10;Octubre;Misiones;Apóstoles;0;10.236.818;1.018.589;$ 2,10;$ 2.139.037
2016;10;Octubre;Misiones;Montecarlo;0;2.559.204;254.647;$ 2,10;$ 534.759
2016;10;Octubre;Misiones;Oberá;0;1.194.295;118.835;$ 2,10;$ 249.554
2016;10;Octubre;Misiones;Otros;0;1.364.909;135.812;$ 2,10;$ 285.205
2016;10;Octubre;Misiones;Santo Pipó;0;1.706.136;169.765;$ 2,10;$ 356.506
2016;11;Noviembre;Corrientes;Colonia Liebig;0;1.351.182;172.859;$ 2,10;$ 363.004
2016;11;Noviembre;Corrientes;Gobernador Virasoro;0;1.198.218;153.290;$ 2,10;$ 321.909
2016;11;Noviembre;Misiones;Apóstoles;0;10.236.818;1.309.614;$ 2,10;$ 2.750.190
2016;11;Noviembre;Misiones;Montecarlo;0;2.559.204;327.404;$ 2,10;$ 687.548
2016;11;Noviembre;Misiones;Oberá;0;1.194.295;152.788;$ 2,10;$ 320.856
2016;11;Noviembre;Misiones;Otros;0;1.364.909;174.615;$ 2,10;$ 366.692
2016;11;Noviembre;Misiones;Santo Pipó;0;1.706.136;218.269;$ 2,10;$ 458.365
2016;12;Diciembre;Corrientes;Colonia Liebig;0;1.544.207;153.653;$ 2,10;$ 322.670
2016;12;Diciembre;Corrientes;Gobernador Virasoro;0;1.369.391;136.258;$ 2,10;$ 286.142
2016;12;Diciembre;Misiones;Apóstoles;0;11.699.220;1.164.102;$ 2,10;$ 2.444.614
2016;12;Diciembre;Misiones;Montecarlo;0;2.924.805;291.025;$ 2,10;$ 611.153
2016;12;Diciembre;Misiones;Oberá;0;1.364.909;135.812;$ 2,10;$ 285.205
2016;12;Diciembre;Misiones;Otros;0;1.559.896;155.214;$ 2,10;$ 325.948
2016;12;Diciembre;Misiones;Santo Pipó;0;1.949.870;194.017;$ 2,10;$ 407.436
2017;1;Enero;Corrientes;Colonia Liebig;2.261.218;1.392.800;171.148;$ 2,20;$ 376.525
2017;1;Enero;Corrientes;Gobernador Virasoro;2.005.231;1.235.124;151.772;$ 2,20;$ 333.899
2017;1;Enero;Misiones;Apóstoles;17.131.437;10.552.127;1.296.648;$ 2,20;$ 2.852.626
2017;1;Enero;Misiones;Montecarlo;4.282.859;2.638.032;324.162;$ 2,20;$ 713.156
2017;1;Enero;Misiones;Oberá;1.998.668;1.231.082;151.276;$ 2,20;$ 332.806
2017;1;Enero;Misiones;Otros;2.284.192;1.406.950;172.886;$ 2,20;$ 380.350
2017;1;Enero;Misiones;Santo Pipó;2.855.239;1.758.688;216.108;$ 2,20;$ 475.438
2017;2;Febrero;Corrientes;Colonia Liebig;2.261.218;1.392.800;192.541;$ 2,20;$ 423.590
2017;2;Febrero;Corrientes;Gobernador Virasoro;2.005.231;1.235.124;170.744;$ 2,20;$ 375.637
2017;2;Febrero;Misiones;Apóstoles;17.131.437;10.552.127;1.458.729;$ 2,20;$ 3.209.204
2017;2;Febrero;Misiones;Montecarlo;4.282.859;2.638.032;364.682;$ 2,20;$ 802.301
2017;2;Febrero;Misiones;Oberá;1.998.668;1.231.082;170.185;$ 2,20;$ 374.407
2017;2;Febrero;Misiones;Otros;2.284.192;1.406.950;194.497;$ 2,20;$ 427.894
2017;2;Febrero;Misiones;Santo Pipó;2.855.239;1.758.688;243.122;$ 2,20;$ 534.867
2017;3;Marzo;Corrientes;Colonia Liebig;2.261.218;1.392.800;192.541;$ 2,20;$ 423.590
2017;3;Marzo;Corrientes;Gobernador Virasoro;2.005.231;1.235.124;170.744;$ 2,20;$ 375.637
2017;3;Marzo;Misiones;Apóstoles;17.131.437;10.552.127;1.458.729;$ 2,20;$ 3.209.204
2017;3;Marzo;Misiones;Montecarlo;4.282.859;2.638.032;364.682;$ 2,20;$ 802.301
2017;3;Marzo;Misiones;Oberá;1.998.668;1.231.082;170.185;$ 2,20;$ 374.407
2017;3;Marzo;Misiones;Otros;2.284.192;1.406.950;194.497;$ 2,20;$ 427.894
2017;3;Marzo;Misiones;Santo Pipó;2.855.239;1.758.688;243.122;$ 2,20;$ 534.867
2017;4;Abril;Corrientes;Colonia Liebig;6.783.655;1.392.800;171.148;$ 2,20;$ 376.525
2017;4;Abril;Corrientes;Gobernador Virasoro;6.015.694;1.235.124;151.772;$ 2,20;$ 333.899
2017;4;Abril;Misiones;Apóstoles;51.394.309;10.552.127;1.296.648;$ 2,20;$ 2.852.626
2017;4;Abril;Misiones;Montecarlo;12.848.577;2.638.032;324.162;$ 2,20;$ 713.156
2017;4;Abril;Misiones;Oberá;5.996.003;1.231.082;151.276;$ 2,20;$ 332.806
2017;4;Abril;Misiones;Otros;6.852.575;1.406.950;172.886;$ 2,20;$ 380.350
2017;4;Abril;Misiones;Santo Pipó;8.565.718;1.758.688;216.108;$ 2,20;$ 475.438
2017;5;Mayo;Corrientes;Colonia Liebig;8.140.386;1.392.800;192.541;$ 2,20;$ 423.590
